device,status,shot_id,mode,R_m,a_m,Bt_T,Ip_MA,ne_19,Te_keV,tauE_s,Pheat_MW,Pfus_MW,Q,aspect_ratio,volume_m3
VIRTUAL_0090,虚拟,VIRTUAL_0090_design,design,9.994,1.096,13.69,8.98,21.9,23.52,10.0,56.79,101.0,1.779,9.12,236.93
VIRTUAL_0091,虚拟,VIRTUAL_0091_design,design,8.822,1.738,4.71,14.7,20.39,22.92,10.0,79.82,132.44,1.659,5.076,526.03
VIRTUAL_0092,虚拟,VIRTUAL_0092_design,design,8.233,1.085,7.71,0.18,8.79,11.12,0.2672,39.74,2.82,0.071,7.588,191.3
VIRTUAL_0093,虚拟,VIRTUAL_0093_design,design,4.069,1.137,3.48,8.24,6.45,2.38,1.356,60.42,0.0,0.0,3.578,103.87
VIRTUAL_0094,虚拟,VIRTUAL_0094_design,design,6.782,2.117,6.6,8.39,21.72,15.67,5.577,48.02,37.4,0.779,3.204,599.67
VIRTUAL_0095,虚拟,VIRTUAL_0095_design,design,3.61,0.91,5.7,12.78,13.81,18.32,2.2913,76.54,6.49,0.085,3.967,59.01
VIRTUAL_0096,虚拟,VIRTUAL_0096_design,design,7.266,2.899,0.45,4.35,1.18,19.49,0.3802,89.82,0.0,0.0,2.506,1205.24
VIRTUAL_0097,虚拟,VIRTUAL_0097_design,design,2.662,1.253,1.03,20.56,9.44,3.22,1.4692,48.69,0.0,0.0,2.124,82.52
VIRTUAL_0098,虚拟,VIRTUAL_0098_design,design,2.791,0.597,4.44,17.68,13.94,9.48,2.6895,61.11,0.54,0.009,4.674,19.64
VIRTUAL_0099,虚拟,VIRTUAL_0099_design,design,2.944,0.782,1.88,4.03,17.35,5.61,0.6888,52.61,0.53,0.01,3.768,35.5
VIRTUAL_0100,虚拟,VIRTUAL_0100_design,design,1.337,0.437,3.74,21.19,12.61,24.22,0.8985,55.11,0.27,0.005,3.059,5.04
VIRTUAL_0101,虚拟,VIRTUAL_0101_design,design,6.442,2.886,8.5,18.03,22.22,7.0,10.0,21.36,36.25,1.697,2.232,1058.69
VIRTUAL_0102,虚拟,VIRTUAL_0102_design,design,4.287,1.869,12.62,7.81,6.68,23.46,2.2626,27.63,12.6,0.456,2.294,295.56
VIRTUAL_0103,虚拟,VIRTUAL_0103_design,design,4.41,1.619,1.52,13.74,11.84,17.68,5.6675,16.97,16.05,0.946,2.725,228.09
VIRTUAL_0104,虚拟,VIRTUAL_0104_design,design,8.669,1.329,1.52,0.57,16.41,18.29,0.6339,54.76,23.09,0.422,6.522,302.35
VIRTUAL_0105,虚拟,VIRTUAL_0105_design,design,4.092,1.382,7.06,21.73,4.27,20.92,3.7296,40.55,0.0,0.0,2.96,154.3
VIRTUAL_0106,虚拟,VIRTUAL_0106_design,design,4.454,1.724,9.76,21.81,4.08,3.3,2.6838,72.49,0.0,0.0,2.584,261.19
VIRTUAL_0107,虚拟,VIRTUAL_0107_design,design,5.91,1.239,1.3,1.93,22.46,5.92,1.5399,32.47,2.66,0.082,4.77,179.15
VIRTUAL_0108,虚拟,VIRTUAL_0108_design,design,3.743,0.478,7.36,1.53,20.21,7.16,0.7677,54.09,0.65,0.012,7.827,16.9
VIRTUAL_0109,虚拟,VIRTUAL_0109_design,design,6.614,1.908,4.68,7.36,17.07,29.83,3.4399,66.25,164.57,2.484,3.467,475.12
VIRTUAL_0110,虚拟,VIRTUAL_0110_design,design,7.387,1.791,1.03,12.39,23.98,5.42,6.4151,69.06,6.34,0.092,4.125,467.58
VIRTUAL_0111,虚拟,VIRTUAL_0111_design,design,5.498,0.762,6.42,16.65,9.34,20.01,6.2736,79.59,4.17,0.052,7.211,63.07
VIRTUAL_0112,虚拟,VIRTUAL_0112_design,design,2.576,0.669,2.3,21.84,23.25,16.29,2.3442,84.23,4.18,0.05,3.85,22.76
VIRTUAL_0113,虚拟,VIRTUAL_0113_design,design,6.349,0.846,10.62,2.85,20.83,23.5,2.4676,70.93,11.9,0.168,7.507,89.62
VIRTUAL_0114,虚拟,VIRTUAL_0114_design,design,3.24,0.665,5.17,1.97,23.49,16.7,0.8996,30.69,4.77,0.155,4.872,28.29
VIRTUAL_0115,虚拟,VIRTUAL_0115_design,design,4.638,1.578,7.32,20.23,12.93,29.77,3.9227,85.17,27.43,0.322,2.939,227.95
VIRTUAL_0116,虚拟,VIRTUAL_0116_design,design,9.327,1.173,11.48,8.4,22.07,26.07,10.0,80.63,141.36,1.753,7.95,253.42
VIRTUAL_0117,虚拟,VIRTUAL_0117_design,design,3.255,0.431,5.76,3.86,17.68,10.51,0.8872,97.57,0.6,0.006,7.555,11.93
VIRTUAL_0118,虚拟,VIRTUAL_0118_design,design,8.278,1.116,12.1,20.3,12.69,18.27,10.0,76.53,8.33,0.109,7.42,203.39
VIRTUAL_0119,虚拟,VIRTUAL_0119_design,design,5.175,1.343,2.22,8.12,2.64,0.97,3.5168,13.69,0.0,0.0,3.854,184.16
VIRTUAL_0120,虚拟,VIRTUAL_0120_design,design,9.642,2.083,13.53,9.54,8.48,15.28,10.0,44.06,9.14,0.207,4.629,825.77
VIRTUAL_0121,虚拟,VIRTUAL_0121_design,design,6.516,1.159,8.75,14.32,4.65,2.03,4.7661,78.12,0.0,0.0,5.622,172.76
VIRTUAL_0122,虚拟,VIRTUAL_0122_design,design,4.76,0.587,13.93,1.32,17.68,29.51,1.7316,24.07,6.28,0.261,8.113,32.35
VIRTUAL_0123,虚拟,VIRTUAL_0123_design,design,1.477,0.327,1.59,15.24,2.5,15.38,0.2869,99.67,0.0,0.0,4.519,3.12
VIRTUAL_0124,虚拟,VIRTUAL_0124_design,design,8.196,2.161,4.43,13.74,13.65,12.9,10.0,13.24,42.84,3.234,3.792,755.47
VIRTUAL_0125,虚拟,VIRTUAL_0125_design,design,4.663,0.829,5.28,9.14,20.86,22.06,3.4163,76.98,6.93,0.09,5.623,63.3
VIRTUAL_0126,虚拟,VIRTUAL_0126_design,design,4.337,1.269,0.46,5.75,19.25,4.29,1.2977,53.62,0.0,0.0,3.418,137.77
VIRTUAL_0127,虚拟,VIRTUAL_0127_design,design,2.387,0.25,3.53,21.47,20.24,28.8,5.1514,48.89,0.67,0.014,9.538,2.95
VIRTUAL_0128,虚拟,VIRTUAL_0128_design,design,5.615,1.582,11.85,2.2,12.72,4.67,1.5039,32.6,0.0,0.0,3.549,277.43
VIRTUAL_0129,虚拟,VIRTUAL_0129_design,design,7.452,1.819,5.39,8.71,12.03,23.59,3.7709,89.23,75.72,0.849,4.098,486.49
VIRTUAL_0130,虚拟,VIRTUAL_0130_design,design,7.933,1.489,9.7,9.66,7.11,25.26,10.0,4.03,20.76,5.146,5.327,347.32
VIRTUAL_0131,虚拟,VIRTUAL_0131_design,design,4.776,1.695,9.3,19.7,16.28,18.5,10.0,6.85,31.38,4.579,2.818,270.88
VIRTUAL_0132,虚拟,VIRTUAL_0132_design,design,1.757,0.694,7.27,14.98,2.0,2.73,0.3694,71.69,0.0,0.0,2.532,16.69
VIRTUAL_0133,虚拟,VIRTUAL_0133_design,design,0.999,0.128,0.37,21.05,18.7,10.73,1.2989,29.79,0.01,0.0,7.778,0.33
VIRTUAL_0134,虚拟,VIRTUAL_0134_design,design,7.814,2.249,2.76,3.87,3.36,19.88,1.0272,76.48,0.0,0.0,3.475,779.98
VIRTUAL_0135,虚拟,VIRTUAL_0135_design,design,2.871,0.311,1.33,21.29,8.09,23.12,3.2446,62.54,0.21,0.003,9.227,5.49
VIRTUAL_0136,虚拟,VIRTUAL_0136_design,design,2.295,0.341,8.69,17.05,16.45,16.0,10.0,4.39,0.71,0.163,6.732,5.27
VIRTUAL_0137,虚拟,VIRTUAL_0137_design,design,8.048,1.448,13.72,13.26,14.98,22.49,9.9471,81.21,56.09,0.691,5.559,332.87
VIRTUAL_0138,虚拟,VIRTUAL_0138_design,design,1.543,0.363,13.01,4.98,9.93,13.08,0.4405,44.05,0.1,0.002,4.25,4.01
VIRTUAL_0139,虚拟,VIRTUAL_0139_design,design,9.448,1.439,1.88,4.38,22.29,19.45,8.7467,28.73,125.1,4.354,6.563,386.42
VIRTUAL_0140,虚拟,VIRTUAL_0140_design,design,8.655,2.672,12.88,5.59,19.12,13.92,3.8444,84.23,137.76,1.635,3.239,1220.14
VIRTUAL_0141,虚拟,VIRTUAL_0141_design,design,7.832,2.238,2.65,12.01,24.63,28.13,10.0,4.51,277.8,50.0,3.5,774.11
VIRTUAL_0142,虚拟,VIRTUAL_0142_design,design,1.578,0.616,11.49,4.74,13.14,25.25,0.2505,73.33,1.71,0.023,2.562,11.82
VIRTUAL_0143,虚拟,VIRTUAL_0143_design,design,6.026,1.821,4.31,12.45,17.53,26.23,4.9237,63.7,136.97,2.15,3.309,394.62
VIRTUAL_0144,虚拟,VIRTUAL_0144_design,design,1.853,0.527,0.33,5.46,18.44,29.76,1.1377,10.1,3.37,0.334,3.513,10.17
VIRTUAL_0145,虚拟,VIRTUAL_0145_design,design,8.061,1.254,7.86,16.14,15.78,5.8,10.0,35.67,3.52,0.099,6.429,250.09
VIRTUAL_0146,虚拟,VIRTUAL_0146_design,design,5.676,0.579,10.7,0.83,18.9,6.23,0.6076,95.82,0.55,0.006,9.795,37.62
VIRTUAL_0147,虚拟,VIRTUAL_0147_design,design,3.471,0.554,4.42,19.29,24.91,11.18,7.3378,44.97,2.58,0.057,6.267,21.02
VIRTUAL_0148,虚拟,VIRTUAL_0148_design,design,8.896,2.141,5.6,9.11,17.69,0.3,7.6758,62.04,0.0,0.0,4.155,805.06
VIRTUAL_0149,虚拟,VIRTUAL_0149_design,design,3.748,1.566,1.48,12.96,12.54,19.34,7.7155,6.67,14.62,2.192,2.394,181.35
VIRTUAL_0150,虚拟,VIRTUAL_0150_design,design,5.746,1.863,8.53,14.9,20.32,8.24,5.1456,82.54,13.77,0.167,3.084,393.84
VIRTUAL_0151,虚拟,VIRTUAL_0151_design,design,1.047,0.129,4.81,17.28,17.98,23.7,1.1682,51.82,0.07,0.001,8.102,0.35
VIRTUAL_0152,虚拟,VIRTUAL_0152_design,design,1.73,0.4,6.19,1.99,6.29,18.03,0.116,73.62,0.14,0.002,4.324,5.47
VIRTUAL_0153,虚拟,VIRTUAL_0153_design,design,9.351,2.262,6.01,14.01,19.86,3.73,10.0,41.11,0.0,0.0,4.134,944.41
VIRTUAL_0154,虚拟,VIRTUAL_0154_design,design,8.446,1.672,8.09,12.95,5.43,10.99,10.0,33.58,0.89,0.027,5.052,466.03
VIRTUAL_0155,虚拟,VIRTUAL_0155_design,design,0.535,0.239,3.97,11.42,8.17,28.23,0.167,26.08,0.04,0.001,2.236,0.6
VIRTUAL_0156,虚拟,VIRTUAL_0156_design,design,8.765,2.664,2.77,17.67,12.0,14.59,10.0,13.52,23.37,1.728,3.29,1228.26
VIRTUAL_0157,虚拟,VIRTUAL_0157_design,design,7.361,1.86,6.23,16.06,19.37,4.94,10.0,61.1,0.0,0.0,3.957,502.7
VIRTUAL_0158,虚拟,VIRTUAL_0158_design,design,1.613,0.646,9.27,21.05,2.65,1.9,0.9861,28.36,0.0,0.0,2.497,13.29
VIRTUAL_0159,虚拟,VIRTUAL_0159_design,design,2.839,0.564,12.71,5.53,7.53,22.83,1.0935,45.08,0.88,0.019,5.03,17.84
VIRTUAL_0160,虚拟,VIRTUAL_0160_design,design,0.934,0.279,0.66,1.43,22.75,4.35,0.047,53.34,0.0,0.0,3.348,1.43
VIRTUAL_0161,虚拟,VIRTUAL_0161_design,design,4.288,1.024,12.62,0.53,16.93,28.91,0.2356,56.1,40.54,0.723,4.185,88.83
VIRTUAL_0162,虚拟,VIRTUAL_0162_design,design,0.807,0.227,3.79,16.09,24.55,7.84,0.4399,65.49,0.02,0.0,3.553,0.82
VIRTUAL_0163,虚拟,VIRTUAL_0163_design,design,5.784,1.652,13.61,13.41,9.39,3.6,10.0,15.29,0.0,0.0,3.502,311.45
VIRTUAL_0164,虚拟,VIRTUAL_0164_design,design,2.486,0.498,11.94,12.37,13.56,3.62,1.5455,86.04,0.0,0.0,4.99,12.17
VIRTUAL_0165,虚拟,VIRTUAL_0165_design,design,7.311,0.885,9.97,11.98,2.96,13.86,6.9697,48.57,0.0,0.0,8.265,112.95
VIRTUAL_0166,虚拟,VIRTUAL_0166_design,design,1.908,0.913,11.93,14.74,12.1,12.47,0.8787,65.17,0.94,0.014,2.091,31.36
VIRTUAL_0167,虚拟,VIRTUAL_0167_design,design,0.904,0.28,11.33,10.13,2.25,23.63,0.3142,20.3,0.0,0.0,3.224,1.4
VIRTUAL_0168,虚拟,VIRTUAL_0168_design,design,2.809,0.466,4.76,16.66,13.47,6.31,2.309,87.81,0.16,0.002,6.028,12.03
VIRTUAL_0169,虚拟,VIRTUAL_0169_design,design,8.745,1.382,6.43,21.67,19.53,1.01,10.0,6.71,0.0,0.0,6.327,329.69
VIRTUAL_0170,虚拟,VIRTUAL_0170_design,design,4.8,2.226,7.63,10.98,3.53,19.77,1.1793,82.25,0.0,0.0,2.157,469.4
VIRTUAL_0171,虚拟,VIRTUAL_0171_design,design,3.99,1.637,13.51,4.52,13.56,8.76,0.8324,79.33,4.07,0.051,2.438,211.04
VIRTUAL_0172,虚拟,VIRTUAL_0172_design,design,6.455,2.524,5.66,20.14,13.79,4.91,6.4778,69.65,0.0,0.0,2.557,811.9
VIRTUAL_0173,虚拟,VIRTUAL_0173_design,design,7.995,1.497,12.03,19.94,7.65,29.51,10.0,14.24,14.45,1.014,5.342,353.42
VIRTUAL_0174,虚拟,VIRTUAL_0174_design,design,2.087,0.955,9.23,3.39,11.57,18.54,1.0003,8.53,3.15,0.369,2.185,37.57
VIRTUAL_0175,虚拟,VIRTUAL_0175_design,design,8.095,1.916,13.55,9.22,24.62,20.1,8.8399,63.54,107.63,1.694,4.225,586.68
VIRTUAL_0176,虚拟,VIRTUAL_0176_design,design,8.855,1.789,2.44,0.33,14.43,15.92,0.2801,71.99,54.22,0.753,4.948,559.66
VIRTUAL_0177,虚拟,VIRTUAL_0177_design,design,1.07,0.42,2.79,18.89,20.66,16.32,0.524,71.08,0.41,0.006,2.547,3.73
VIRTUAL_0178,虚拟,VIRTUAL_0178_design,design,4.87,2.088,6.54,7.9,12.86,24.88,2.8532,33.65,32.64,0.97,2.333,419.01
VIRTUAL_0179,虚拟,VIRTUAL_0179_design,design,7.207,2.603,1.59,5.32,4.41,10.57,1.599,45.15,0.0,0.0,2.768,964.09
VIRTUAL_0180,虚拟,VIRTUAL_0180_design,design,7.564,2.217,8.77,7.78,21.19,14.24,3.9689,97.91,97.09,0.992,3.411,734.02
VIRTUAL_0181,虚拟,VIRTUAL_0181_design,design,1.525,0.565,4.69,15.11,2.67,5.41,0.2962,85.6,0.0,0.0,2.699,9.6
VIRTUAL_0182,虚拟,VIRTUAL_0182_design,design,2.504,1.089,4.05,14.16,17.66,15.48,2.1814,30.67,3.58,0.117,2.3,58.57
VIRTUAL_0183,虚拟,VIRTUAL_0183_design,design,0.622,0.164,9.21,20.65,21.91,23.03,0.3845,78.89,0.13,0.002,3.789,0.33
VIRTUAL_0184,虚拟,VIRTUAL_0184_design,design,2.825,1.308,9.46,12.35,3.66,13.52,0.9848,46.14,0.0,0.0,2.16,95.33
VIRTUAL_0185,虚拟,VIRTUAL_0185_design,design,8.686,2.034,5.45,21.49,3.66,12.79,10.0,4.39,0.0,0.0,4.271,709.17
VIRTUAL_0186,虚拟,VIRTUAL_0186_design,design,7.477,2.815,4.06,18.89,8.01,27.34,5.5152,75.45,95.88,1.271,2.656,1169.95
VIRTUAL_0187,虚拟,VIRTUAL_0187_design,design,0.475,0.232,10.23,6.74,20.91,8.59,0.0606,87.3,0.01,0.0,2.044,0.51
VIRTUAL_0188,虚拟,VIRTUAL_0188_design,design,7.126,1.949,1.53,5.36,1.3,14.17,1.4796,30.27,0.0,0.0,3.655,534.51
VIRTUAL_0189,虚拟,VIRTUAL_0189_design,design,6.104,1.321,4.34,16.36,2.16,27.11,2.7193,85.26,0.0,0.0,4.622,210.16
VIRTUAL_0190,虚拟,VIRTUAL_0190_design,design,6.778,2.055,12.51,4.12,2.9,7.34,0.9951,79.5,0.0,0.0,3.298,565.19
VIRTUAL_0191,虚拟,VIRTUAL_0191_design,design,0.636,0.227,13.94,18.83,13.51,2.1,0.2573,83.17,0.0,0.0,2.801,0.65
VIRTUAL_0192,虚拟,VIRTUAL_0192_design,design,6.11,0.886,1.5,20.02,17.06,24.91,8.0742,87.92,23.2,0.264,6.9,94.59
VIRTUAL_0193,虚拟,VIRTUAL_0193_design,design,5.319,1.448,4.57,9.59,19.57,18.14,2.8854,89.27,32.31,0.362,3.674,220.07
VIRTUAL_0194,虚拟,VIRTUAL_0194_design,design,6.189,2.122,8.37,15.47,6.7,15.47,10.0,10.6,6.36,0.6,2.916,550.13
VIRTUAL_0195,虚拟,VIRTUAL_0195_design,design,5.03,1.815,13.32,13.23,18.85,15.29,4.4729,63.48,16.47,0.259,2.771,327.25
VIRTUAL_0196,虚拟,VIRTUAL_0196_design,design,2.768,0.677,6.72,1.05,4.36,8.45,0.0856,97.16,0.0,0.0,4.086,25.06
VIRTUAL_0197,虚拟,VIRTUAL_0197_design,design,3.514,1.029,2.91,13.46,7.74,6.37,1.9812,51.75,0.09,0.002,3.415,73.44
VIRTUAL_0198,虚拟,VIRTUAL_0198_design,design,0.374,0.119,0.71,2.42,9.13,24.12,0.0138,57.29,0.01,0.0,3.143,0.1
VIRTUAL_0199,虚拟,VIRTUAL_0199_design,design,3.147,1.488,5.68,1.96,15.81,3.59,0.4198,34.65,0.0,0.0,2.116,137.44
VIRTUAL_0200,虚拟,VIRTUAL_0200_design,design,5.222,2.348,7.01,15.46,24.83,4.12,8.6564,27.62,0.0,0.0,2.224,568.38
VIRTUAL_0201,虚拟,VIRTUAL_0201_design,design,4.127,1.109,5.87,19.97,18.14,18.32,8.4243,31.08,19.2,0.618,3.721,100.23
VIRTUAL_0202,虚拟,VIRTUAL_0202_design,design,9.564,2.635,0.22,14.02,2.23,7.88,10.0,6.14,0.0,0.0,3.63,1310.4
VIRTUAL_0203,虚拟,VIRTUAL_0203_design,design,6.157,2.253,1.78,8.48,11.95,11.2,7.3996,12.28,12.46,1.015,2.733,616.74
VIRTUAL_0204,虚拟,VIRTUAL_0204_design,design,7.586,0.918,1.31,7.84,23.6,20.12,6.7739,67.93,29.67,0.437,8.266,126.14
VIRTUAL_0205,虚拟,VIRTUAL_0205_design,design,6.059,0.63,8.98,20.1,15.7,26.24,10.0,72.45,5.49,0.076,9.615,47.48
VIRTUAL_0206,虚拟,VIRTUAL_0206_design,design,9.054,1.045,7.57,3.17,1.28,12.78,2.6794,29.65,0.0,0.0,8.668,194.99
VIRTUAL_0207,虚拟,VIRTUAL_0207_design,design,5.014,1.659,0.8,2.75,14.41,10.43,0.58,72.97,9.09,0.125,3.022,272.44
VIRTUAL_0208,虚拟,VIRTUAL_0208_design,design,8.502,2.339,6.13,14.82,7.61,9.33,6.3717,78.94,5.41,0.069,3.635,918.13
VIRTUAL_0209,虚拟,VIRTUAL_0209_design,design,8.044,2.61,12.03,20.17,11.34,9.7,10.0,58.3,13.85,0.238,3.082,1081.77
VIRTUAL_0210,虚拟,VIRTUAL_0210_design,design,6.13,2.297,9.7,8.27,5.0,13.03,5.7259,14.43,4.98,0.345,2.669,638.61
VIRTUAL_0211,虚拟,VIRTUAL_0211_design,design,3.655,0.591,0.55,14.23,16.29,10.35,10.0,7.36,0.8,0.109,6.181,25.23
VIRTUAL_0212,虚拟,VIRTUAL_0212_design,design,3.319,1.231,8.56,8.05,6.23,29.64,1.1638,45.51,5.19,0.114,2.697,99.24
VIRTUAL_0213,虚拟,VIRTUAL_0213_design,design,1.663,0.489,0.58,11.14,24.14,11.65,4.2275,4.09,0.34,0.083,3.399,7.86
VIRTUAL_0214,虚拟,VIRTUAL_0214_design,design,4.063,0.666,0.52,16.65,12.0,8.82,2.6129,90.03,0.27,0.003,6.097,35.63
VIRTUAL_0215,虚拟,VIRTUAL_0215_design,design,9.572,1.599,12.46,13.28,20.84,29.52,10.0,28.98,354.97,12.247,5.988,482.87
VIRTUAL_0216,虚拟,VIRTUAL_0216_design,design,4.078,1.037,4.9,11.93,4.7,16.7,2.0181,54.26,0.0,0.0,3.934,86.5
VIRTUAL_0217,虚拟,VIRTUAL_0217_design,design,7.69,2.629,6.28,6.69,7.22,6.0,10.0,5.95,2.0,0.336,2.925,1049.11
VIRTUAL_0218,虚拟,VIRTUAL_0218_design,design,2.921,1.421,7.9,7.67,14.93,4.35,1.1427,44.52,0.0,0.0,2.055,116.52
VIRTUAL_0219,虚拟,VIRTUAL_0219_design,design,6.374,1.792,5.74,21.86,22.13,18.78,10.0,57.02,99.88,1.752,3.556,404.29
VIRTUAL_0220,虚拟,VIRTUAL_0220_design,design,2.253,0.581,0.74,10.49,14.03,6.99,0.6174,96.41,0.27,0.003,3.875,15.03
VIRTUAL_0221,虚拟,VIRTUAL_0221_design,design,7.305,1.941,12.21,2.92,19.97,3.92,1.9037,79.46,0.0,0.0,3.763,543.24
VIRTUAL_0222,虚拟,VIRTUAL_0222_design,design,2.975,1.341,13.23,3.32,12.1,29.43,0.525,48.44,24.07,0.497,2.218,105.63
VIRTUAL_0223,虚拟,VIRTUAL_0223_design,design,6.011,1.501,4.14,4.51,19.28,11.72,2.5606,51.23,16.92,0.33,4.003,267.47
VIRTUAL_0224,虚拟,VIRTUAL_0224_design,design,5.9,2.633,13.73,9.0,20.86,22.98,3.8684,57.44,358.8,6.247,2.241,807.08
VIRTUAL_0225,虚拟,VIRTUAL_0225_design,design,2.245,0.323,11.98,9.69,21.33,26.81,9.3462,6.43,2.75,0.428,6.959,4.61
VIRTUAL_0226,虚拟,VIRTUAL_0226_design,design,4.649,1.414,8.85,20.38,1.46,14.41,2.0606,68.83,0.0,0.0,3.288,183.47
VIRTUAL_0227,虚拟,VIRTUAL_0227_design,design,7.31,2.302,2.06,6.62,9.61,24.17,4.3078,28.02,33.68,1.202,3.175,764.91
VIRTUAL_0228,虚拟,VIRTUAL_0228_design,design,9.587,0.977,13.97,14.91,20.88,8.98,10.0,1.63,10.2,6.265,9.815,180.57
VIRTUAL_0229,虚拟,VIRTUAL_0229_design,design,8.391,2.439,2.17,16.59,19.45,19.82,8.6335,76.66,259.28,3.382,3.44,985.48
VIRTUAL_0230,虚拟,VIRTUAL_0230_design,design,6.252,0.836,6.93,1.75,10.78,12.33,5.544,6.79,1.56,0.23,7.482,86.17
VIRTUAL_0231,虚拟,VIRTUAL_0231_design,design,1.377,0.583,13.28,1.64,23.92,15.77,0.1779,30.1,0.81,0.027,2.362,9.23
VIRTUAL_0232,虚拟,VIRTUAL_0232_design,design,5.156,2.154,9.96,1.15,2.75,12.21,0.3228,29.67,0.0,0.0,2.393,472.32
VIRTUAL_0233,虚拟,VIRTUAL_0233_design,design,2.554,0.543,11.29,20.45,10.72,27.2,4.3862,32.29,1.53,0.047,4.708,14.84
VIRTUAL_0234,虚拟,VIRTUAL_0234_design,design,2.492,0.888,13.71,13.3,9.59,19.5,3.992,12.47,2.49,0.199,2.807,38.78
VIRTUAL_0235,虚拟,VIRTUAL_0235_design,design,5.18,1.449,8.28,13.76,2.72,20.54,4.5718,24.34,0.0,0.0,3.575,214.69
VIRTUAL_0236,虚拟,VIRTUAL_0236_design,design,7.225,2.596,11.29,12.18,13.48,4.46,5.0847,77.58,0.0,0.0,2.783,961.04
VIRTUAL_0237,虚拟,VIRTUAL_0237_design,design,2.933,0.876,4.12,2.99,16.11,1.82,0.4144,74.91,0.0,0.0,3.348,44.41
VIRTUAL_0238,虚拟,VIRTUAL_0238_design,design,3.381,0.338,7.25,1.08,7.63,21.27,1.6048,6.46,0.35,0.055,9.995,7.63
VIRTUAL_0239,虚拟,VIRTUAL_0239_design,design,0.337,0.117,10.42,6.99,3.45,10.93,0.0509,27.19,0.0,0.0,2.883,0.09
VIRTUAL_0240,虚拟,VIRTUAL_0240_design,design,8.474,1.522,11.09,19.63,11.41,27.32,10.0,37.86,73.27,1.936,5.568,387.46
VIRTUAL_0241,虚拟,VIRTUAL_0241_design,design,1.166,0.437,7.01,8.56,16.19,21.17,7.8237,0.64,0.39,0.61,2.668,4.4
VIRTUAL_0242,虚拟,VIRTUAL_0242_design,design,7.217,2.24,13.53,16.75,23.82,21.14,10.0,29.95,119.19,3.98,3.222,714.69
VIRTUAL_0243,虚拟,VIRTUAL_0243_design,design,7.884,2.213,0.86,7.95,23.96,15.11,5.73,43.39,118.59,2.733,3.562,762.11
VIRTUAL_0244,虚拟,VIRTUAL_0244_design,design,2.326,0.576,5.3,1.2,19.42,12.61,0.1506,82.25,1.62,0.02,4.041,15.22
VIRTUAL_0245,虚拟,VIRTUAL_0245_design,design,2.356,0.855,6.72,19.37,6.18,20.4,1.3022,60.85,0.51,0.008,2.755,34.02
VIRTUAL_0246,虚拟,VIRTUAL_0246_design,design,1.625,0.586,10.39,6.98,16.48,11.97,0.4314,71.38,0.34,0.005,2.773,11.02
VIRTUAL_0247,虚拟,VIRTUAL_0247_design,design,8.935,1.499,5.28,1.33,3.68,15.57,1.4681,26.91,0.0,0.0,5.961,396.27
VIRTUAL_0248,虚拟,VIRTUAL_0248_design,design,8.404,0.872,5.43,7.45,1.46,3.91,4.5357,41.48,0.0,0.0,9.636,126.18
VIRTUAL_0249,虚拟,VIRTUAL_0249_design,design,5.081,1.33,7.53,13.11,1.24,14.03,1.2213,96.36,0.0,0.0,3.821,177.33
VIRTUAL_0250,虚拟,VIRTUAL_0250_design,design,5.335,1.979,4.5,17.04,19.55,15.73,3.8738,97.61,26.87,0.275,2.695,412.5
VIRTUAL_0251,虚拟,VIRTUAL_0251_design,design,0.464,0.202,11.34,2.69,7.37,0.72,0.0375,29.47,0.0,0.0,2.301,0.37
VIRTUAL_0252,虚拟,VIRTUAL_0252_design,design,7.799,1.93,5.0,8.21,1.03,9.13,1.7016,64.72,0.0,0.0,4.041,573.38
VIRTUAL_0253,虚拟,VIRTUAL_0253_design,design,9.75,2.69,0.53,19.77,19.8,23.46,10.0,45.91,329.46,7.176,3.624,1392.9
VIRTUAL_0254,虚拟,VIRTUAL_0254_design,design,3.238,0.409,3.35,5.46,12.62,22.47,1.65,47.49,0.5,0.011,7.919,10.69
VIRTUAL_0255,虚拟,VIRTUAL_0255_design,design,9.591,2.883,11.04,21.81,14.07,28.89,10.0,7.75,272.53,35.187,3.326,1573.6
VIRTUAL_0256,虚拟,VIRTUAL_0256_design,design,2.486,0.443,2.14,13.71,19.75,17.43,5.5132,14.87,1.96,0.132,5.607,9.65
VIRTUAL_0257,虚拟,VIRTUAL_0257_design,design,6.469,1.56,9.5,5.75,9.28,27.54,4.4907,29.19,24.49,0.839,4.146,310.85
VIRTUAL_0258,虚拟,VIRTUAL_0258_design,design,8.934,2.384,1.06,3.28,1.19,19.0,0.9061,44.88,0.0,0.0,3.747,1002.57
VIRTUAL_0259,虚拟,VIRTUAL_0259_design,design,1.602,0.774,7.51,5.36,13.01,20.45,1.1121,7.81,1.23,0.157,2.07,18.96
VIRTUAL_0260,虚拟,VIRTUAL_0260_design,design,8.128,1.818,7.74,9.55,2.05,5.14,4.0201,44.67,0.0,0.0,4.47,530.34
VIRTUAL_0261,虚拟,VIRTUAL_0261_design,design,2.329,0.279,11.84,21.59,20.04,25.64,8.9363,24.35,1.84,0.076,8.334,3.59
VIRTUAL_0262,虚拟,VIRTUAL_0262_design,design,2.21,1.062,13.93,15.67,24.55,17.17,2.9281,26.1,10.11,0.387,2.081,49.22
VIRTUAL_0263,虚拟,VIRTUAL_0263_design,design,6.058,0.781,8.79,21.59,5.56,23.82,7.3809,90.81,2.45,0.027,7.759,72.88
